site_id	name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id
OH-FR-S-0050	Abbie Trails Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department			It is accessed through the Blacklick Trail trailhead at Portman Park.	6630 Abbie Trails Dr., Canal Winchester OH 43110	31.87	Franklin	Columbus		39.9030391	-82.8210651	86FVW53H+82	Multi-use Trail; Wildlife Observation Area		https://columbusrecparks.com/parks/abbie-trails-parkland/	https://columbusrecparks.com/parks/abbie-trails-parkland/	
OH-FR-S-0051	Academy Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department				276 S Nelson Road, Columbus, OH 43205	17.044	Franklin	Gahanna		40.047343	-82.8853295	86GV24W7+X2	Athletic Field; Ball Diamond; Basketball Court; Mountain Bike Trail; Multi-use Trail; Playground; Restrooms	Source: Gahanna Facilities page and Parks & Trails Guide PDF.	https://columbusrecparks.com/parks/academy-park/	https://columbusrecparks.com/parks/academy-park/;https://www.gahanna.gov/Facilities;https://oh-gahanna.civicplus.com/DocumentCenter/View/278/Parks-and-Trails-Guide-PDF	
OH-FR-S-0052	Airport Golf Course	Recreation Facility			Active	City of Columbus	Columbus Recreation and Parks Department				900 N Hamilton Road, Columbus, OH 43219	134.587	Franklin	Columbus		39.9932403	-82.8640896	86FVX4VP+72	Golf Course; Parking Lot; Pollinator Garden; Pond	Established in 1952.	https://columbusrecparks.com/parks/airport-golf-course/	https://columbusrecparks.com/parks/airport-golf-course/	
OH-FR-S-0053	Albany Crossing Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department				5621 Caledonia Drive, Columbus OH 43081	10.731	Franklin	Columbus		40.0959218	-82.8553042	86GV34WV+92	Basketball Court; Multi-use Trail; Playground; Pond		https://columbusrecparks.com/parks/albany-crossing-park/	https://columbusrecparks.com/parks/albany-crossing-park/	
OH-FR-S-0054	Albany Crossing Wetland	Natural Area			Active	City of Columbus	Columbus Recreation and Parks Department				5950 Lakemont Dr, Columbus OH 43081	7.012	Franklin	Columbus		40.0966604	-82.8591313	86GV34WR+M2	Stormwater Basin; Wetland		https://columbusrecparks.com/parks/albany-crossing-wetland/	https://columbusrecparks.com/parks/albany-crossing-wetland/	
OH-FR-S-0055	Albany Wetlands	Natural Area			Active	City of Columbus	Columbus Recreation and Parks Department				7007 Robinton Way, New Albany, OH 43054	7.859	Franklin	Columbus		40.105349	-82.8302937	86GV4549+52	Stormwater Basin; Wetland		https://columbusrecparks.com/parks/albany-wetlands/	https://columbusrecparks.com/parks/albany-wetlands/	
OH-FR-S-0056	Alexander Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department			The Scioto Trail runs through Alexander Park and provides access to the Scioto Mile.	215 W Long St, Columbus, OH 43215	2.779	Franklin	Columbus		39.9643652	-83.0077652	86FRXX7R+Q2	Multi-use Trail; Wildlife Observation Area		https://columbusrecparks.com/parks/alexander-park/	https://columbusrecparks.com/parks/alexander-park/	
OH-FR-S-0057	Alkire Lakes Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department				2020 Winding Hollow Dr, Grove City, OH 43123	5.826	Franklin	Columbus		39.9133308	-83.0913874	86FRWW75+72	Parking Lot; Pollinator Garden; Pond	Established in 2001.	https://columbusrecparks.com/parks/alkire-lakes-park/	https://columbusrecparks.com/parks/alkire-lakes-park/	
OH-FR-S-0058	Alkire Woods Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department				3711 Alkire Lakes Dr, Grove City, OH 43123	14.744	Franklin	Columbus		39.944353	-82.9253199	86FVW3VF+Q2	Boat Ramp; Multi-use Trail; Picnic Shelter; Picnic Table Cluster; Playground; Swing Set; Wildlife Observation Area		https://columbusrecparks.com/parks/alkire-woods-park/	https://columbusrecparks.com/parks/alkire-woods-park/	
OH-FR-S-0059	Alton Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department				190 Alton Road, Galloway, OH 43119	43.54	Franklin			39.9447589	-83.1725542	86FRWRVG+X2	Pond; Wildlife Observation Area		https://columbusrecparks.com/parks/alton-parkland/	https://columbusrecparks.com/parks/alton-parkland/	
OH-FR-S-0060	Alum Creek Drive Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department				190 Alton Road, Galloway, OH 43119	58.674	Franklin	Columbus		40.0298732	-82.9338926	86GV23H8+V2	Multi-use Trail; Wildlife Observation Area		https://columbusrecparks.com/parks/alum-creek-drive-parkland/	https://columbusrecparks.com/parks/alum-creek-drive-parkland/	
OH-FR-S-0061	Alum Creek North Tributary Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department			Alum Creek North Tributary Parkland is accessed through the Alum Creek Trail from Mock Park.	Near Alum Creek Dr, Columbus, OH 43219	5.109	Franklin	Columbus		40.0525422	-82.9482069	86GV3332+42	Wildlife Observation Area		https://columbusrecparks.com/parks/alum-creek-north-tributary-parkland/	https://columbusrecparks.com/parks/alum-creek-north-tributary-parkland/	
OH-FR-S-0062	Alum Creek Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department			Alum Creek Parkland is accessed through the Alum Creek Trail.	2831 Sunbury Rd, Columbus, OH 43219	18.036	Franklin	Columbus		40.1012124	-82.9374989	86GV4327+C2	Multi-use Trail; Wildlife Observation Area		https://columbusrecparks.com/parks/alum-creek-parkland/	https://columbusrecparks.com/parks/alum-creek-parkland/	
OH-FR-S-0063	Alum Creek/Hanford Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department			Alum Creek/Hanford Parkland is accessed through the Alum Creek Trail from Hanford Village Park.	2070 Kenton Ave, Columbus, OH 43205	0.482	Franklin	Columbus		39.9548264	-82.9429007	86FVX334+X2	Wildlife Observation Area	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://columbusrecparks.com/parks/alum-creek-hanford-parkland/	https://columbusrecparks.com/parks/alum-creek-hanford-parkland/;https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0064	Alum Creek/Koch Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department				2684 Mock Rd, Columbus OH 43219	7.111	Franklin	Columbus		40.0119406	-82.9368099	86GV2367+M2	Wildlife Observation Area	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: CON (Conservation Area). Jurisdiction: Columbus. Status: Public.	https://columbusrecparks.com/parks/alum-creek-koch-parkland/	https://columbusrecparks.com/parks/alum-creek-koch-parkland/;https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0065	Alum Creek/Livingston Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department			Alum Creek/Livingston Parkland is accessed through the Alum Creek Trail from Hanford Village Park.	760 Alum Creek Dr, Columbus, OH 43205	4.446	Franklin	Columbus		39.9154066	-82.9385274	86FVW386+42	Wildlife Observation Area		https://columbusrecparks.com/parks/alum-creek-livingston-parkland/	https://columbusrecparks.com/parks/alum-creek-livingston-parkland/	
OH-FR-S-0066	Alum Creek/Miller Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department			Alum Creek/Miller Parkland is accessed through the Alum Creek Trail from Mock Park.		15.111	Franklin	Columbus		40.020434	-82.9373394	86GV23C7+22	Wildlife Observation Area	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://columbusrecparks.com/parks/alum-creek-miller-parkland/	https://columbusrecparks.com/parks/alum-creek-miller-parkland/;https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0067	Alum Crest Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.09	Franklin	Columbus		39.951033	-82.9123778	86FVX32Q+C2	Basketball Court; Parking Lot; Playground		https://columbusrecparks.com/parks/alum-crest-park/	https://columbusrecparks.com/parks/alum-crest-park/	
OH-FR-S-0068	Amberfield Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					6.03	Franklin	Columbus		39.9137365	-82.8699096	86FVW47J+C2	Wildlife Observation Area		https://columbusrecparks.com/parks/amberfield-parkland/	https://columbusrecparks.com/parks/amberfield-parkland/	
OH-FR-S-0069	Amvet Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					2.548	Franklin	Columbus		40.000746	-82.945508	86GV2323+92	Basketball Court; Parking Lot; Picnic Shelter; Picnic Table Cluster; Playground		https://columbusrecparks.com/parks/amvet-park/	https://columbusrecparks.com/parks/amvet-park/	
OH-FR-S-0070	Anderson Farms Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department				6115 Roberts Road, Hilliard, OH 43026	22.401	Franklin	Columbus		39.9994279	-83.1711177	86FRXRXH+P2	Wildlife Observation Area		https://columbusrecparks.com/parks/anderson-farms-parkland/	https://columbusrecparks.com/parks/anderson-farms-parkland/	
OH-FR-S-0071	Anheuser-Busch Sports Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					53.85	Franklin	Columbus		40.0594281	-83.033397	86GR3X58+P2	Athletic Field; Ball Diamond; Basketball Court; Parking Lot; Playground; Tennis Court		https://columbusrecparks.com/parks/anheuser-busch-sports-park/	https://columbusrecparks.com/parks/anheuser-busch-sports-park/	
OH-FR-S-0072	Antrim Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department			park surrounded by a quarried lake and the Olentangy Greenway Trail, great for running, walking, biking or skating. Antrim Park is also a popular place for fishing, which can be done off the pier. There is also a 9-hole disc golf course. Antrim Park is a trailhead for the Olentangy Trail which provides access to Hard Road Park and Tuttle Park. Nearby, you can enjoy Antrim Nature Preserve.		122.58	Franklin	Columbus		40.0804837	-83.0337047	86GR3XJ8+42	Disc Golf Course; Fishing Area; Multi-use Trail; Parking Lot; Picnic Table Cluster; Pond		https://columbusrecparks.com/parks/antrim-park/	https://columbusrecparks.com/parks/antrim-park/	
OH-FR-S-0073	Argus Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department				3589 Kirkwood Road, Columbus, OH 43227	1.825	Franklin	Columbus		39.9419144	-82.9000005	86FVW3RX+Q2	Playground		https://columbusrecparks.com/parks/argus-park/	https://columbusrecparks.com/parks/argus-park/	
OH-FR-S-0074	Audubon Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department				2745 Audubon Road, Columbus	7.346	Franklin	Columbus		40.0210687	-82.9917907	86GV22C5+F2	Basketball Court; Picnic Shelter; Picnic Table Cluster; Playground		https://columbusrecparks.com/parks/audubon-park/	https://columbusrecparks.com/parks/audubon-park/	
OH-FR-S-0075	Avalon Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					1.77	Franklin	Columbus		39.9815256	-82.9446121	86FVX3J4+J2	Basketball Court; Multi-use Trail; Parking Lot; Picnic Shelter; Playground		https://columbusrecparks.com/parks/avalon-park/	https://columbusrecparks.com/parks/avalon-park/	
OH-FR-S-0076	Barnett Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					12.41	Franklin	Columbus		39.9478632	-82.9041015	86FVW3XW+32	Athletic Field; Ball Diamond; Basketball Court; Community Garden; Parking Lot; Picnic Shelter; Playground; Tennis Court		https://columbusrecparks.com/parks/barnett-park/	https://columbusrecparks.com/parks/barnett-park/	
OH-FR-S-0077	Battelle Riverfront Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department			Battelle Riverfront Park is a trailhead for the Scioto Trail which provides access to McFerson Commons and Bicentennial/Galbreath Park.		10.05	Franklin	Columbus		39.9631443	-83.0058873	86FRXX7V+82	Multi-use Trail		https://columbusrecparks.com/parks/battelle-riverfront-park/	https://columbusrecparks.com/parks/battelle-riverfront-park/	
OH-FR-S-0078	Beatty Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department			Beatty Park is a trailhead for the Olentangy Trail which provides access to Griggs Park and Glen Echo Park.		2.82	Franklin	Columbus		39.9707896	-82.9701092	86FVX2CH+92	Athletic Field; Boat Ramp; Multi-use Trail; Parking Lot; Picnic Table Cluster; Pond; Wildlife Observation Area		https://columbusrecparks.com/parks/beatty-park/	https://columbusrecparks.com/parks/beatty-park/	
OH-FR-S-0079	Beechcroft Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					4.66	Franklin	Columbus		40.090856	-82.9629929	86GV32RP+92	Basketball Court; Picnic Shelter; Picnic Table Cluster; Playground		https://columbusrecparks.com/parks/beechcroft-park/	https://columbusrecparks.com/parks/beechcroft-park/	
OH-FR-S-0080	Beechwold Nature Preserve	Nature Preserve			Active	City of Columbus	Columbus Recreation and Parks Department				W Beechwold Blvd & Rustic Bridge Rd, Columbus, OH 43214	11.41	Franklin	Columbus		40.060335	-83.024534	86GR3X6G+22	Wildlife Observation Area		https://columbusrecparks.com/parks/beechwold-nature-preserve/	https://columbusrecparks.com/parks/beechwold-nature-preserve/	
