Unit_Nm,EsmtHldr,d_Own_Name,d_Mang_Name,GAP_Sts,d_GAP_Sts,GIS_Acres,Pub_Access,d_Pub_Access,Des_Tp,d_Des_Tp,NCED_UID,Duration
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,299,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,96,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,135,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,445,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,462,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,62,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,91,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,442,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,59,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,360,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,37,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,81,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,90,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,216,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,322,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,770,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,149,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,198,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,289,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,107,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,128,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,547,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,607,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,24,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,70,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,86,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,148,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,273,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,400,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,573,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Clark, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,282,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Clinton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,56,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Clinton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,174,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Defiance, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,278,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fairfield, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,448,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fairfield, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,406,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fairfield, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,372,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fairfield, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,208,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fairfield, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,133,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,189,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,79,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,98,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,124,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,155,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,73,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,100,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,115,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,155,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,75,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,52,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,74,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,79,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,117,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,263,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,106,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,73,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Fulton, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,98,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Geauga, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,127,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Geauga, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,75,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Geauga, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,110,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Geauga, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,65,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Geauga, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,81,XA,Closed,AGRE,Agricultural Easement,,UNK
"Farm and Ranch Lands Protection Program (FRPP), Greene, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,108,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Greene, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,149,XA,Closed,AGRE,Agricultural Easement,,PERM
"Farm and Ranch Lands Protection Program (FRPP), Greene, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"4",4 - no known mandate for biodiversity protection,320,XA,Closed,AGRE,Agricultural Easement,,PERM
