Name,Type,Description,Status,Ownership,Management,Coordination,Address,Acres,Location,County,GPS Coordinates,Plus Code,Trail Role,Parent Trail Name,Trail Segment Type,Trail Access Type,Trail Length (Miles),Features,Notes,URL,Unnamed: 21
Riverside Veterans Memorial,Municipal Park,Memorial plaza with monuments and flag display,Active,City of Riverside,City of Riverside,,"1791 Harshman Rd, Riverside, OH 45424",,Riverside,Montgomery,,,,,,,,,,https://www.riversideoh.gov,
Rohrer Park,Municipal Park,"Trails, playground, shelters, courts, baseball diamond; pump track planned",Active,City of Riverside,City of Riverside,,"720 Rohrer Blvd, Dayton, OH 45404",,Riverside,Montgomery,,,,,,,,,,https://www.riversideoh.gov,
Shellabarger Park,Municipal Park,"Walking trails, playgrounds, picnic areas; paved loop ~0.7 miles",Active,City of Riverside,City of Riverside,,"5875 Bayside Dr, Dayton, OH 45431",,Riverside,Montgomery,,,,,,,,,,https://www.riversideoh.gov,
John Wolfe Park,Municipal Park,Picnic shelter; playground; fishing pond; basketball court,Active,City of Trotwood,City of Trotwood,,"4030 Denlinger Rd, Trotwood, OH 45426",,Trotwood,Montgomery,"39.7889,-84.2607",,,,,,,,Verified municipal park,https://www.trotwoodchamber.org/recreation.php,
Madison Lakes Park,County Park,"Large county-owned park with multiple fishing lakes, shelters, and open recreation areas.",Active,Montgomery County Parks & Recreation,Montgomery County Parks & Recreation,,"581 Olive Road, Dayton, OH 45427",,Trotwood,Montgomery,"39.7406,-84.3334","J9W2+X9 Dayton, Ohio",,,,,,,One of three official Montgomery County parks.,"https://www.google.com/maps?q=39.7406,-84.3334",
Madison Park,Municipal Park,Pavilion; shelters; playground; soccer fields; tennis courts; exercise trail,Active,City of Trotwood,City of Trotwood,,"301 S Broadway, Trotwood, OH 45426",,Trotwood,Montgomery,"39.7408,-84.2904",,,,,,,,Verified municipal park,https://www.trotwoodchamber.org/recreation.php,
North Broadway Park,Municipal Park,Picnic shelter; playground,Active,City of Trotwood,City of Trotwood,,"460 N Broadway, Trotwood, OH 45426",,Trotwood,Montgomery,"39.7547,-84.291",,,,,,,,Verified municipal park,https://www.trotwoodchamber.org/recreation.php,
Sycamore State Park,State Park,"Large state?managed natural area featuring forest, prairie, ponds, hiking trails, horse trails, hunting areas, and diverse wildlife habitat.",Open,Ohio Department of Natural Resources,,,"4675 Diamond Mill Rd, Dayton, OH 45426",2628,Trotwood,Montgomery,"39.8139,-84.3437",,,,,,,,,https://ohiodnr.gov/parks/sycamore-state-park; https://www.trotwoodchamber.org/recreation.php,
Townview Park,Municipal Park,Picnic shelter; playground; basketball court,Active,City of Trotwood,City of Trotwood,,"5280 Gardendale Ave, Trotwood, OH 45417",,Trotwood,Montgomery,"39.7406,-84.2872",,,,,,,,Verified municipal park behind Townview Elementary,https://www.trotwoodchamber.org/recreation.php,
Trotwood Community & Cultural Arts Center,Recreation Facility,Indoor community facility with surrounding public greens,Active,City of Trotwood,City of Trotwood,,"4000 Lake Center Dr, Trotwood, OH 45426",,Trotwood,Montgomery,,,,,,,,,,https://trotwood.org,
Twin Creek Park,Municipal Park,Baseball/softball field; basketball court,Active,City of Trotwood,City of Trotwood,,"2044 Twin Creek Dr, Trotwood, OH 45426",,Trotwood,Montgomery,"39.7803,-84.3001",,,,,,,,Verified municipal park,https://www.trotwoodchamber.org/recreation.php,
Westbrooke Park,Municipal Park,"Picnic shelter, soccer field, ballfields, and courts",Active,City of Trotwood,City of Trotwood,,"5410 Northford Rd, Trotwood, OH 45426",,Trotwood,Montgomery,"39.7905,-84.2875",,,,,,,,Verified municipal park behind Westbrooke Elementary,https://www.trotwoodchamber.org/recreation.php,
Concord Farms North Neighborhood Park,Municipal Park,Green space and neighborhood recreation area,Active,City of Union,City of Union,,Concord Farms North subdivision,,Union,Montgomery,,,,,,,,,,https://www.unionoh.org/1257/Places-to-Play,
Concord Farms West Neighborhood Park,Municipal Park,Green space and neighborhood recreation area,Active,City of Union,City of Union,,Concord Farms West subdivision,,Union,Montgomery,,,,,,,,,,https://www.unionoh.org/1257/Places-to-Play,
Martindale Road Neighborhood Park,Municipal Park,Major playground structure and tennis courts,Active,City of Union,City of Union,,211 W Martindale Rd.,,Union,Montgomery,,,,,,,,,,https://www.unionoh.org/1257/Places-to-Play,
Parkgrove Drive Park,Municipal Park,Basketball courts and neighborhood recreation space,Active,City of Union,City of Union,,Parkgrove Dr.,,Union,Montgomery,,,,,,,,,,https://www.unionoh.org/1257/Places-to-Play,
Stoney Crest Trails & Pavilions,Municipal Park,Walking trails and pavilions within the Stoney Crest neighborhood,Active,City of Union,City of Union,,Stoney Crest neighborhood,,Union,Montgomery,,,,,,,,,,https://www.unionoh.org/1257/Places-to-Play,
Union Community Park,Municipal Park,Flagship 25-acre park with ballfields and open green space,Active,City of Union,City of Union,,3280 Phillipsburg Union Rd.,25,Union,Montgomery,,,,,,,,,,https://www.unionoh.org/1257/Places-to-Play,
Wellfield Park,Municipal Park,Open space and recreation area on River Road,Active,City of Union,City of Union,,River Rd.,,Union,Montgomery,,,,,,,,,,https://www.unionoh.org/1257/Places-to-Play,
Art Park,Municipal Park,"Walkable art park with sculptures, greenspace, and Rotary Bridge connection",Active,City of Vandalia,City of Vandalia,,"256 E Alkaline Springs Rd, Vandalia, OH 45377",8,Vandalia,Montgomery,"39.8869,-84.1918",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Art-Park-1,
Ashbury Farms Park,Municipal Park,Small neighborhood park with benches and greenspace,Active,City of Vandalia,City of Vandalia,,"1701 Ashworth Dr, Vandalia, OH 45377",,Vandalia,Montgomery,"39.8797,-84.2042",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Ashbury-Farms-Park-2,
Brown School Road Park,Municipal Park,"Neighborhood greenspace with benches, open play area, and nature observation",Active,City of Vandalia,City of Vandalia,,"792 Hunter's Chase, Vandalia, OH 45377",,Vandalia,Montgomery,"39.879,-84.2058",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Brown-School-Road-Park-3,
Cassel Hills Pool,Recreation Facility,"Seasonal outdoor public pool with lap lanes, diving area, deck seating, and adjacent greenspace",Seasonal,City of Vandalia,City of Vandalia,,"1061 Taylorsview Dr, Vandalia, OH 45377",,Vandalia,Montgomery,"39.8794,-84.2006",,,,,,,,Public pool; lap lanes; diving area; deck seating,https://vandaliaohio.org,
Copperfield Park,Municipal Park,"Neighborhood park with benches, greenspace, and informal recreation area",Active,City of Vandalia,City of Vandalia,,"1635 Middlefield Ct, Dayton, OH 45414",,Vandalia,Montgomery,"39.8597,-84.1915",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Copperfield-Park-4,
Helke Park,Municipal Park,Major community park with playgrounds; lit courts; ballfields; disc golf; shelters; restrooms,Active,City of Vandalia,City of Vandalia,,"Randler Ave, Vandalia, OH 45377",30.5,Vandalia,Montgomery,"39.8895,-84.201",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Helke-Park-6,
Jeffers Park / Community Gardens,Municipal Park,Neighborhood park with play structure; courts; greenspace; 22 rentable community garden plots,Active,City of Vandalia,City of Vandalia,,"407 Halcyon Ave, Vandalia, OH 45377",,Vandalia,Montgomery,"39.8892,-84.197",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Jeffers-Park-Community-Gardens-5,
Robinette Park,Municipal Park,Community park with two playgrounds; paved walking path; courts; sand volleyball; large greenspace,Active,City of Vandalia,City of Vandalia,,"Enola Ct, Vandalia, OH 45377",2.7,Vandalia,Montgomery,"39.8885,-84.203",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Robinette-Park-7,
Seger Park,Municipal Park,Small community park with gazebo and landscaped grounds,Active,City of Vandalia,City of Vandalia,,"101-199 S Perry St, Vandalia, OH 45377",,Vandalia,Montgomery,"39.8904,-84.1984",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Seger-Park-8,
Sports Complex,Municipal Park,Outdoor sports and fitness complex with turf area and training features,Active,City of Vandalia,City of Vandalia,,"1101-1111 Stonequarry Rd, Dayton/Vandalia, OH 45414",100,Vandalia,Montgomery,"39.886,-84.2",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Sports-Complex-11,
Taylorsville MetroPark,Park District Park,"Trails, river access, Tadmor ruins, ponds, Buckeye Trail, camping",Active,Five Rivers MetroParks,Five Rivers MetroParks,,"2101 US-40, Vandalia, OH 45377",1300,Vandalia,Montgomery,"39.8390,-84.1830",,,,,,,,,https://www.metroparks.org/places-to-go/taylorsville/,
Vandalia Recreation Center,Recreation Center,"58,000 sq ft facility with fitness center, indoor waterpark, gym, track, climbing wall",Active,City of Vandalia,City of Vandalia,,"1111 Stonequarry Rd, Vandalia, OH 45414",,Vandalia,Montgomery,"39.8468,-84.1918",,,,,,,,,https://vandaliaohio.org/236/Recreation-Center,
Vandalia Senior Center,Recreation Facility,"Community senior center with activity rooms, programs, events, and adjacent greenspace",Active,City of Vandalia,City of Vandalia,,"21 Tionda Dr S, Vandalia, OH 45377",,Vandalia,Montgomery,"39.8902,-84.198",,,,,,,,,https://vandaliaohio.org,
Victory Park,Municipal Park,"Neighborhood park with play structure, paved walking path, and greenspace",Active,City of Vandalia,City of Vandalia,,"Cyril Ct / Clyde St / Attica St, Vandalia, OH 45377",,Vandalia,Montgomery,"39.8865,-84.1965",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Victory-Park-13,
Warner Park,Municipal Park,"Neighborhood park with benches, playground equipment, paved walkway, and greenspace",Active,City of Vandalia,City of Vandalia,,"405 Allenhurst Ave, Vandalia, OH 45377",,Vandalia,Montgomery,"39.8858,-84.1937",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Warner-Park-14,
Verona Village Park,Municipal Park,Ballfield; basketball court; playground; open greenspace,Active,Village of Verona,Village of Verona,,Unnamed access road off N State St (Plus Code: WG37+Q2),,Verona,Montgomery,"39.91,-84.532",,,,,,,,,https://www.veronaohio.org,
Washington Township RecPlex Grounds,Recreation Grounds,Recreation center grounds with open space,Active,Washington Township,Washington Township,,"895 Miamisburg?Centerville Rd., Dayton, OH 45459",33,Washington Township,Montgomery,,,,,,,,,,,
Donnington Park,Municipal Park,Playground equipment and a half basketball court,Active,City of West Carrollton,City of West Carrollton,,350 Donnington Dr.,,West Carrollton,Montgomery,,,,,,,,,Playground and court amenities only.,,
Friend Park,Municipal Park,Playground equipment; bike trail access; half basketball court,Active,City of West Carrollton,City of West Carrollton,,155 Squire St.,,West Carrollton,Montgomery,,,,,,,,,Bike trail access; neighborhood park with mixed recreation amenities.,,
Grantwood Park,Municipal Park,Picnic shelter; playground equipment; basketball court,Active,City of West Carrollton,City of West Carrollton,,35 Grantwood Ave.,,West Carrollton,Montgomery,,,,,,,,,Standard neighborhood park amenities.,,
Harmon Park,Municipal Park,Playground equipment; half basketball court; three baseball fields; lighted football field,Active,City of West Carrollton,City of West Carrollton,,545 N. Elm St.,,West Carrollton,Montgomery,,,,,,,,,Includes multiple ballfields.,,
Hintermeister Park,Municipal Park,Natural walking trails; butterfly garden; dog park; picnic shelter; restrooms; playground; basketball court,Active,City of West Carrollton,City of West Carrollton,,1300 Mayrose Dr.,,West Carrollton,Montgomery,,,,,,,,,Contains natural?area features including trails and pollinator habitat.,,
Lake Forest Park,Municipal Park,Playground equipment in a neighborhood greenspace,Active,City of West Carrollton,City of West Carrollton,,131 Lake Forest Dr.,,West Carrollton,Montgomery,,,,,,,,,Small neighborhood park with basic play amenities.,,
Leiwig Park,Municipal Park,Picnic shelter with electricity; playground equipment; paved trail; basketball court,Active,City of West Carrollton,City of West Carrollton,,5299 Lindbergh Blvd.; 5500 Andover Ave,,West Carrollton,Montgomery,,,,,,,,,Includes a shelter with power and mixed recreation amenities.,,
Miami & Erie Canal Park,Municipal Park,Picnic shelter; playground equipment; canoe launch,Active,City of West Carrollton,City of West Carrollton,,5457 Marina Dr.,,West Carrollton,Montgomery,,,,,,,,,Located on the canal; includes water access and corridor adjacency.,,
Weidner Park,Municipal Park,"Picnic shelter, restrooms, playground, courts, and ballfield",Active,City of West Carrollton,City of West Carrollton,,150 E. Central Ave.,,West Carrollton,Montgomery,,,,,,,,,Large multi-use community park with diverse recreation facilities.,,
West Carrollton Soccer Complex,Municipal Park,"Soccer fields with playground, restrooms, and shelter",Active,City of West Carrollton,City of West Carrollton,,4800 Hydraulic Rd.,,West Carrollton,Montgomery,,,,,,,,,Primary soccer facility for the city.,,
Wilson Park & Pool,Municipal Park,"Community park with shelters, courts, pool, disc golf, and walking trails",Active,City of West Carrollton,City of West Carrollton,,350 Wilson Park Dr.; 1226 S. Elm St.,,West Carrollton,Montgomery,,,,,,,,,Primary community park with extensive recreation facilities.,,
Bear Creek Corridor (Miami Township Segment),Controversial,Officially recognized riparian corridor with wildlife habitat and public access at road crossings,Active,Montgomery County,Montgomery County,,"Bear Creek through Miami Township, OH",,,Montgomery,"39.64,-84.32",,,,,,,,Verified hydrological corridor with ecological value,,
Great Miami Mitigation Bank Conservation Area,Park District Conservation Area,A 360?acre wetland and stream mitigation bank restored and managed by MetroParks; major bird habitat,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"2765 N Snyder Rd, Dayton, OH 45426",360,,Montgomery,"39.818,-84.343",,,,,,,,Part of Spring Run Conservation Area; adjacent to Sycamore State Park.,https://www.metroparks.org/places-to-go/spring-run/,
Great Miami River Corridor (Miami Township Segment),Controversial,Riparian corridor along the Great Miami River with public access at crossings; Regional paved trail along the Great Miami River with multiple access points,Active,Miami Township,Miami Township,,"Near Dayton?Cincinnati Pike, Miamisburg, OH 45342",,,Montgomery,"39.62,-84.27",,,,,,,,Linear natural corridor with ecological value; Official regional trail; only Miami Township segments included,,
Great Miami South Connector,Controversial,Greenway corridor linking Miamisburg and West Carrollton,Active,Five Rivers MetroParks,Five Rivers MetroParks,,Along Great Miami River south of Dayton,,,Montgomery,,,,,,,,,Linear natural corridor,,
Holes Creek Corridor (Miami Township Segment),Controversial,Officially recognized riparian corridor with public access at multiple road crossings,Active,Montgomery County,Montgomery County,,"Holes Creek through Miami Township, OH",,,Montgomery,"39.626,-84.249",,,,,,,,Verified hydrological corridor with ecological value,,
Monument Avenue River Parcel,Greenway,Small riverfront parcel with riparian vegetation,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Monument Ave., Dayton, OH",,,Montgomery,,,,,,,,,River corridor fragment,,
ODNR Stillwater River Fishing Access,Fishing Access,Multiple ODNR?recognized fishing access sites along the Stillwater River,Active,Ohio Department of Natural Resources,Ohio Department of Natural Resources,,,,,Montgomery,,,,,,,,,,,
Riverside Drive Riparian Parcel,Greenway,Riparian parcel along Stillwater River,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Riverside Dr., Dayton, OH",,,Montgomery,,,,,,,,,River corridor fragment,,
Spring Run - Former Larch Tree Golf Course Parcel,Park District Conservation Area,"A 190-acre former golf course restored to conservation land with grasslands, riparian buffers, and early successional habitat; part of Spring Run Conservation Area.",Active,,Five Rivers MetroParks,,"2765 N Snyder Rd, Dayton, OH 45426",190,,Montgomery,"39.818,-84.343",,,,,,,,Part of Spring Run Conservation Area.,https://www.metroparks.org/places-to-go/spring-run/,
Spring Run Conservation Area,Park District Conservation Area,"A 550-acre MetroParks conservation complex including the Great Miami Mitigation Bank and former Larch Tree Golf Course parcel; restored wetlands, riparian corridors, and grasslands.",Active,,Five Rivers MetroParks,,"2765 N Snyder Rd, Dayton, OH 45426",550,,Montgomery,"39.818,-84.343",,,,,,,,Contains Great Miami Mitigation Bank and Larch Tree parcels; adjacent to Sycamore State Park.,https://www.metroparks.org/places-to-go/spring-run/,
Stillwater Bend Natural Area,Park District Conservation Area,Undeveloped natural area along Stillwater River,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Siebenthaler Ave., Dayton, OH",,,Montgomery,,,,,,,,,Undeveloped MetroParks holding,,
Stillwater River Access (MetroParks),Fishing Access,River access point managed by MetroParks,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Riverside Dr., Dayton, OH",,,Montgomery,,,,,,,,,River access,,
Stillwater River Trail Corridor (MetroParks),Controversial,Riparian bikeway corridor along the Stillwater River,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Along Stillwater River, Montgomery County",,,Montgomery,,,,,,,,,Part of regional bikeway network,,
Tait Station Low Dam Access,Fishing Access,River access area near historic low dam,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Tait Rd., Dayton, OH",,,Montgomery,,,,,,,,,River access,,
Wolf Creek Access (MetroParks),Fishing Access,River access point managed by MetroParks,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Broadway St., Dayton, OH",,,Montgomery,,,,,,,,,River access,,
Wolf Creek East Buffer Zone,Park District Conservation Area,Natural area buffering Wolf Creek Trail corridor,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Broadway St., Dayton, OH",,,Montgomery,,,,,,,,,Buffer zone,,
Wolf Creek Trail Corridor (MetroParks),Controversial,Bikeway corridor along Wolf Creek,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Along Wolf Creek, Montgomery County",,,Montgomery,,,,,,,,,Part of regional bikeway network,,
